pid,title,link,responsible,activity,sector,cost M€,cost MDT,governorate,context,detail,impact,financialarrangment,image_urls,images
3453,إنجاز محطّة للطّاقة الشّمسيّة بقدرة 6 ميقاواط بسبخة أمّ الخيالات من ولاية تطاوين,http://tunisia2020.com/ar/projet/%d8%a5%d9%86%d8%ac%d8%a7%d8%b2-%d9%85%d8%ad%d8%b7%d9%91%d8%a9-%d9%84%d9%84%d8%b7%d9%91%d8%a7%d9%82%d8%a9-%d8%a7%d9%84%d8%b4%d9%91%d9%85%d8%b3%d9%8a%d9%91%d8%a9-%d8%a8%d9%82%d8%af%d8%b1%d8%a9-6-%d9%85/," 
 شركة ملّاحات تطاوين/ مجمع الكيمياء",الطاقة,خاصّ,5,12,تطاوين,"معلومات أساسية  
                                 تهدف الاستراتيجية التونسية على المدى المتوسّط في مجال توليد الطاقة الكهربائيّة، إلى توليد 30 ٪ من الكهرباء من مصادر الطاقة المتجدّدة. ويتمّ ذلك عن طريق تفعيل المخطّط الشّمسي التونسي الذي يرمي إلى ضمان استقلال وأمن الطاقة بالبلاد التونسيّة من خلال استغلال الموارد المتجدّدة. 
و يندرج هذا المشروع بالنسبة إلى شركة ملاحات تطاوين في إطار استراتيجيتها لترشيد استهلاك الطاقة وخفض كلفتها التي تناهز حاليّا 8 مليون دينارا سنويّا ، ممّا يحدّ من قدرتها التنافسيّة في الأسواق المحلية والدّولية لمادّة كبريتات الصّوديوم . 
ويعد موقع المحطة الكهربائية المزمع إنجازها من النّاحية الجغرافية والمناخيّة مناسبا للغاية، حيث من المتوقّع أن تصل الطاقة الكهربائية المعتمد إنتاجها إلى مستويات قياسيّة و استثنائية ، تفوق سنويّا 2200 كيلوواط ساعة /متر مربع. وعلى سبيل المقارنة، فإنّ محطة لتوليد الطاقة مركّزة بهذا الموقع (سبخة أم الخيالات من ولاية تطاوين) يمكن أن تنتج ضعف إنتاج محطة مماثلة بنفس المواصفات مقامة بجنوب فرنسا حيث العشرات من المحطات المشغّلة مند عدّة سنوات.","الوصف  
                                 تمتّع شركة ملاحات تطاوين منذ سنة 2011 ، بامتياز استغلال سبخة أم الخيالات من ولاية تطاوين على مساحة حوالي 100 كيلومترا مربعا من الأراضي الصحراوية، الجافة والمالحة. 
و يتمثل المشروع المرتقب في تركيز محطّة للطاّقة الشّمسيّة بقدرة 6 ميغاواط على جزء صغير من تلك المساحة لا يتجاوز 12 هكتارا و ذلك من أجل انتاج كميّة سنويّة تناهز 12 جيغاواط ساعة من الكهرباء ممّا سيساهم في تلبية جزء كبير من احتياجات مصنع كبريتات الصوديوم من الطّاقة الكهربائيّة تقدّر بحوالي مليوني دينار سنويّا بكلفة استثمارية جملية لا تتجاوز اثني عشر مليون دينار . 
هذا وتجدر الاشارة الى أنّ تكنولوجيا تركيز محطات الطاقة الشمسية الضوئية القارّة، منتشرة تماما في جلّ بلدان العالم المتقدّم، ممّا يسمح بإنجاز المشروع في مدّة قصوى لا تتجاوز السّنة بنسبة عالية من الادماج المحلّي","النتائج المتوقعة  
                                 أن يكون هذا المشروع الأكبر حجما لمحطة طاقة شمسيّة ضوئية بالبلاد التّونسيّة 
أن يسجّل هذا المشروع دخلا سنويّا يفوق اثني مليون دينار على امتداد 20 سنة على أقلّ تقدير  
أن ينجز هذا المشروع بنسبة إدماج محلّي عالية وأن يشغّل حوالي 50 عاملا من أبناء المنطقة خلال فترة الانجاز. 
أن يوفّر ما لا يقلّ عن 10 مواطن شغل قارّة لاستغلال محطة توليد الكهرباء (الإشراف والصيانة والحراسة والتنظيف) 
أن يحقّق هذا المشروع غايته المنشودة وأن يفتح الباب مستقبلا بغاية انجاز محطات توليد طاقة شمسّية في أحجام دوليّة (مئات الميغاواط) 
أن يساهم هذا المشروع في دفع عجلة التّنمية بالمناطق الداخلية التونسية وخاصّة بولايات الجنوب، حيث لا يزال نقص الطاقة الكهربائية يمثّل العقبة الرئيسية أمام العديد من المشاريع","الجهة المالية   
                                 لتمويل هذا المشروع الذي تقدّر كلفته الجمليّة باثني عشر مليون دينار، تعتزم إدارة شركة ملاحات تطاوين الّلجوء الى أموال المموّلين العامّة أو الخاصّة. 
وبالتّوازي مع هذا التّمشّي، تعتزم شركة ملاحات تطاوين انجاز هذه المحطّة الأولى بالّلجوء الى آليّة ""اتّفاقيّة شراء الطّاقة"".",,
3452,مشروع يهتمّ بإعادة تدوير مادة البلاستيك و بالخصوص الزجاجات و القوارير البلاستيكية,http://tunisia2020.com/ar/projet/%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d9%8a%d9%87%d8%aa%d9%85%d9%91-%d8%a8%d8%a5%d8%b9%d8%a7%d8%af%d8%a9-%d8%aa%d8%af%d9%88%d9%8a%d8%b1-%d9%85%d8%a7%d8%af%d8%a9-%d8%a7%d9%84%d8%a8%d9%84%d8%a7%d8%b3%d8%aa/," 
 محمد العزيز بن محمود",الصناعة,خاصّ,5,13.2,زغوان,"معلومات أساسية  
                                 المواد البلاستيكيّة غزت جميع الاشياء والادوات التي نستخدمها في حياتنا اليوميّة, المواد البلاستيكيّة تمثل 4٪ من استهلاك النفط  في العالم و منتجات التعبئة والتغليف البلاستيكية تمثل 1.5٪. يتركب قطاع صناعة المواد البلاستكيّة في تونس سنة 2016 من 301 شركة صناعية مختص في هذا المجال. تضاعفت قيمة الصادرات لقطاع البلاستيك خلال فترة (2008-2014) بمعدّل نمو 20٪, كانت تمتل 379 مليون دينار لتصبح 747 مليون دينار. من حيث الكمية المصدرة معدّل النمو واضح أكثر بنسبة 28٪, تحولت كمية الصادرات من 76 ألف طن سنة 2008 إلى 147ألف طن سنة 2014. قامت تونس بتصدير 000 39 طن من النفايات البلاستيكية في عام 2014, 92٪ من هذه النفايات متكونة من مادة البولي اثيلين (PET) وهي توجد في العديد من زجاجات البلاستيك.","الوصف  
                                 يتمثل المشروع في الحصول على القوارير و الزجاجات البلاستيكية من كبار الجامعين و المصدرين في شكل مكعبات، ثم إعادة تدويرها و تحويلها إلى منتجات تامة الصنع ثم في مرحلة أخيرة تسويقها في تونس و في العالم. سيشمل المشروع: 
مصنع بمساحة جمليّة  قدرت بـ 700 4 م² 
مساحة تخزين بـ 000 1م2 يمكن أن تستوعب 714 طن من البلاستيك المستهلك 
خط غسيل 
ثلاثة خطوط إنتاج (شريط لربط الكرتون, ألواح و أفلام بلاستيكية, أنابيب و خراطيم) 
 
 
 
تم انجاز الدراسة الأولية للمشروع","النتائج المتوقعة  
                                 خلق في المرحلة النهائية 64 وظيفة، بما في ذلك 55 خلال السنة الأولى من مرحلة بعث المشروع. 
برسكلة و إعادة تدوير 000 5 طن من الزجاجات البلاستيكية سنويا يتم تجنب تلويث الغلاف الجوي من 450 11 طن من ثاني أكسيد الكربون وكذلك  بعملية الرسكلة يتم توفير 000 28 م 3 من مساحة أكثر في المكبات. 
تقليل كميّة النفايات البلاستيكية (القوارير) المصدرة.","الجهة المالية   
                                 استثمار عن طريق شركات خاصة. يقدر صافي القيمة الحالية بـ   651103 دينار و فترة استرداد رأس المال بـ 4 سنوات.",,
3448,مراجعة عامة لعربات المترو,http://tunisia2020.com/ar/projet/%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d8%b9%d8%a7%d9%85%d8%a9-%d9%84%d8%b9%d8%b1%d8%a8%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d8%aa%d8%b1%d9%88/," 
 الشركة التونسية للنقل (TRANSTU)",النّقل,عامّ,80,200,"   أريانة, بن عروس, تونس, منوبة","معلومات أساسية  
                                 تؤمن شركة النقل بتونس خدمات النقل العمومي بتونس الكبرى، عبر شبكة المترو والحافلات والخط الحديدي تونس- حلق الوادى-المرسى. 
وتعد شبكة المترو 6 خطوط  بطول جملي بـ 61,3 كلم (سكّة مزدوجة).","الوصف  
                                 يهدف المشروع إلى ضمان سلامة أسطول عربات المترو وضمان جاهزيته لتلبية حاجيات المسافرين وراحة الركاب (برنامج 3 سنوات) وذلك عبر القيام بمراجعة وتأهيل أسطول عربات المترو البالغ 134 عربة مترو يفوق عمرها 27 سنة 
ويتكون المشروع من: 
صيانة عامة لكل العناصر 
إعادة تصميم العربات.  
 
 
كراس الشروط أنجزت 
بداية الإنجاز في 2017","النتائج المتوقعة  
                                 تحسين جودة الخدمات وضمان راحة المسافرين  
دعم سلامة الأسطول وجاهزيته 
تحسين رفاهية الركاب","الجهة المالية   
                                 سيتم انجاز المشروع من طرف الشركة التونسية للنقل عن طريق قرض خارجي.",,
3446,منتجع وملعب غولف بالحمامات,http://tunisia2020.com/ar/projet/%d9%85%d9%86%d8%aa%d8%ac%d8%b9-%d9%88%d9%85%d9%84%d8%b9%d8%a8-%d8%ba%d9%88%d9%84%d9%81-%d8%a8%d8%a7%d9%84%d8%ad%d9%85%d8%a7%d9%85%d8%a7%d8%aa/," 
 شركة منتجع وملعب غولف بالحمامات",الثقافة والسياحة,خاصّ,25,63,نابل,"معلومات أساسية  
                                 نظرا لقربها من أوروبا وطقسها المعتدل، تمتلك البلاد التونسية المقومات الأساسية لإستهواء لاعبي الغولف. 
كما تمتلك أيضا تسع ملاعب غولف وهذا ما يبين تنوع الجانب الرياضي بها. 
وفي إطار دعم رياضة الغولف والمشاريع السياحية بالبلاد، تسعى شركة منتجع وملعب غولف بالحمامات إلى إحداث مجمع للغولف بجهة الحمامات.","الوصف  
                                 يتمثل المشروع في إحداث مجمع للغولف يتكون من: 
ملعب غولف يتكون من 27 حفرة 
 فضاء للتدريب بطاقة استيعاب 120 مقعد 
نادي للترفيه  
برنامج للسكن يتكون من فيلات محاطة بحدائق","النتائج المتوقعة  
                                 تنشيط وتنويع الاقتصاد بالجهة 
تنمية السياحة الرياضية 
تعزيز عرض المنتوج السياحي الراقي بمدينة الحمامات والمساهمة في تطوير استراتيجية القطاع.","الجهة المالية   
                                 سيتم تمويل المشروع من قبل مستثمرين خواصّ.",,
3449,اقتناء 18 عربة جديدة لخط تونس- حلق الوادي-المرسى,http://tunisia2020.com/ar/projet/%d8%a7%d9%82%d8%aa%d9%86%d8%a7%d8%a1-18-%d8%b9%d8%b1%d8%a8%d8%a9-%d8%ac%d8%af%d9%8a%d8%af%d8%a9-%d9%84%d8%ae%d8%b7-%d8%aa%d9%88%d9%86%d8%b3-%d8%ad%d9%84%d9%82-%d8%a7%d9%84%d9%88%d8%a7%d8%af%d9%8a/," 
الشركة التونسية للنقل (TRANSTU)",النّقل,عامّ,60,150,تونس,"معلومات أساسية  
                                 يعتبر الخط الحديدي تونس-حلق الوادي-المرسى من أقدم الخطوط الحديدية التي لا تزال في حالة استغلال. وقد تم تدشينه منذ 11 أكتوبر 1872 واستغلاله في 13 أكتوبر 1874. كما تمت كهربته في 17 أكتوبر 1905. ويمتد على طول   18,8 كلم من السكة المزدوجة. 
وتم تعويض معداته في سنة 1977،  ومنذ ذلك الحين لا تزال هذه المعدات في حالة استغلال مما يتطلب تعويضها.","الوصف  
                                 يهدف هذا المشروع إلى مواكبة تأهيل البنية الأساسية لخط ت-ح-م. 
ويتمثل المشروع في اقتناء 18 عربة بطول 40 مترا لاستغلالها على الخط  تونس – حلق الوادي – المرسى (ت.ح.م.) 
 
كراس الشروط أنجزت 
بداية الإنجاز في 2017","النتائج المتوقعة  
                                 تحسين جودة الخدمات وضمان راحة المسافرين  
دعم سلامة الأسطول 
تحسين رفاهية الركاب  
وتخفيض كلفة الصيانة","الجهة المالية   
                                 سيتم انجاز المشروع من طرف الشركة التونسية للنقل عن طريق قرض خارجي.",,
3447,مشروع المنتجع السياحي الإستشفائي ” للة خديجة“,http://tunisia2020.com/ar/projet/%d9%85%d8%b4%d8%b1%d9%88%d8%b9-%d8%a7%d9%84%d9%85%d9%86%d8%aa%d8%ac%d8%b9-%d8%a7%d9%84%d8%b3%d9%8a%d8%a7%d8%ad%d9%8a-%d8%a7%d9%84%d8%a5%d8%b3%d8%aa%d8%b4%d9%81%d8%a7%d8%a6%d9%8a-%d9%84%d9%84/," 
 السيد زياد الجديدي",السياحة,خاصّ,80,200,نابل,"معلومات أساسية  
                                 يعتبر استعمال المياه الطبيعية الحارة من التقاليد القديمة بالبلاد التونسية. ذلك أن تونس تحتوي على مخزون هام جدا من هذه الثروة الطبيعية، يبقى إلى يومنا هذا غير مستغلا بالصفة الكافية. 
 
و مع تنامي الطلب العالمي على استعمال المياه الطبيعية الحارة لأغراض طبية أو غير طبية، أصبح الإستشفاء بالمياه يمثل أهمية متنامية في تطوير السياحة و الطب البديل و خاصة التنمية الجهوية.","الوصف  
                                 يتمثل المشروع في بعث قرية استشفائية سياحية بمنطقة حمام الجديدي – الحمامات.  تحتوي القرية على محطة استشفائية متطورة، وحدتين فندقيتين (نزل أو شقق فندقية)، قرابة 200 مسكن (منازل و شقق) كلها مزودة بالمياه الطبيعية الساخنة و مجموعة من المحلات التجارية. كل البناءات ستقام على مساحة تقارب 28 هكتار، و 65 هكتار أخرى يمكن استغلالها لإنجاز ملعب صولجان من فئة 18 حفرة  أو ملاعب رياضية أخرى  (كرة قدم ، تنس ...). 
نقاط قوة المشروع  
 الموقع الجغرافي :  يقع  المشروع على بعد 18 كم فقط من مدينة الحمامات التي تعتبر وجهة سياحية عالمية 
 الوضعية العقارية : المساحة المخصصة للمشروع هي على ملك باعث المشروع 
المياه الطبيعية الحارة :  خصيصا للمشروع، تم تركيز بئرللمياه الطبيعية الحارة ينبثق الماء منها بدرجة حرارة  تبلغ 56° غني بالأملاح المعدنية و بمنسوب كبير يكفي إحتياجات كل القرية 
تحصل المشروع على التراخيص الإدارية اللازمة لإنجازه.","النتائج المتوقعة  
                                 خلق قرابة 500 موقع شغل قار 
خلق العديد من مواطن الشغل الغير مباشرة 
سيمثل المشروع قاطرة لدفع الإستثمارات في  مجال السياحة الإستشفائية بتونس 
تطوير منطقة حمام الجديدي ، والتي لم تحضى بالتطور رغم قربها من القطب السياحي الحمامات. 
تنويع المنتوج السياحي التونسي بعيدا عن السياحة الشاطئية االمقتصرة على الفترة الصيفية 
تطوير الطلب على المنتجات الفلاحية المحيطة القرية","الجهة المالية   
                                 تمويل المشروع عن طريق مستثمرين خواص بمساهمة باعث المشروع.",,
3273,القرى الثقافية,http://tunisia2020.com/ar/projet/%d8%a7%d9%84%d9%82%d8%b1%d9%89-%d8%a7%d9%84%d8%ab%d9%82%d8%a7%d9%81%d9%8a%d8%a9/,"     
 الجمعية التونسية للمحافظة على المتاحف والمواقع الأثرية – تراث",الثقافة,خاصّ,80,200,"   القصرين, نابل","معلومات أساسية  
                                 تتميز تونس بموروث حضاري يتجاوز 3000 سنة من التاريخ، جعلها مهد للعديد من الحضارات تشهد عليها مواقعها الأثرية وتراثها الثقافي المتميز. 
إلا أن تونس لم تتمكن من تطوير هذا المخزون الأثري واستغلاله على الوجه الأكمل. 
وفي هذا السياق،  تسعى الجمعية التونسية للمحافظة على المتاحف والمواقع الأثرية،  إلى تطوير هذا التراث بما يؤهله ليكون مصدرا لخلق الثروة ومواطن الشغل من خلال مد جسور التواصل بين الفاعلين الاقتصاديين والمهتمين بالشأن الثقافي.","الوصف  
                                 يهدف المشروع إلى بناء وتهيئة قرى سياحة ذات طابع ثقافي. 
حددت جمعية تراث موقعا تاريخيا يعود إلى البوني ويقع بمنطقة كركوان. 
تمتد مساحة المشروع على أكثر من 60 هك وهي تمثل حاليا موضوع دراسة لإنشاء أول قرية من هذا النوع حسب مواصفات محددة تم وضعها للغرض. 
ويقع الموقع الثاني الذي يعود إلى العصر الروماني، في سبيطلة من ولاية القصرين وهو حاليا طور الدراسة. 
 
 
الدراسات الأولية في طور الإنجاز","النتائج المتوقعة  
                                 تثمين المواقع الأثرية 
تطوير السياحة الثقافية 
التأطير ودعم الاستثمار في الثقافة","الجهة المالية   
                                 سيتم تمويل المشروع من قبل مستثمرين خواصّ.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/71-Villages-culturels.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/71-Villages-culturels.png', 'path': 'full/028a159e37d19c48a12c9cc2b09607ac6c929e12.jpg', 'checksum': '1223ad9cf5f484d73148ad41b33247c9'}]"
3111,المجمع السياحي، التجاري والسكني سمارة بسوسة,http://tunisia2020.com/ar/projet/%d8%a7%d9%84%d9%85%d8%ac%d9%85%d8%b9-%d8%a7%d9%84%d8%b3%d9%8a%d8%a7%d8%ad%d9%8a%d8%8c-%d8%a7%d9%84%d8%aa%d8%ac%d8%a7%d8%b1%d9%8a-%d9%88%d8%a7%d9%84%d8%b3%d9%83%d9%86%d9%8a-%d8%b3%d9%85%d8%a7%d8%b1/,"
 شركة سمارة",البعث العقاري,خاصّ,102,255,سوسة,"معلومات أساسية  
                                 تعد سوسة من أهم المناطق السياحية بالبلاد التونسية. حيث سجلت في سنة 2010 أكثر من 7,4 مليون ليلة مقضاة،  وهو ما يمثل 21٪ من إجمالي الليالي المقضاة في البلاد. 
وقد شهدت المدينة أيضا تطورا تجاريا في السنوات الأخيرة مع افتتاح عدد من مراكز التسوق الكبرى. ومن المتوقع أن يستمر هذا التطور على مدى السنوات القليلة المقبلة خاصة مع افتتاح مساحة تجارية ضخمة بمنطقة الساحل. 
تحتل المدينة المرتبة الثانية على المستوى الوطني من حيث مؤشر الرفاهة من طرف وزارة التنمية والاستثمار والتعاون الدولي، كما تتوفر على أحد أكبر الأسواق العقارية الأكثر ديناميكية على الصعيد الوطني.","الوصف  
                                 يهدف المشروع إلى تطوير مساحة جملية تقدر بـ 38 ألف متر مربع وتقع في أكثر المناطق الحيوية بالمدينة. 
يتكون هذا المشروع العقاري من : 
فندق 5 نجوم بطاقة استيعاب 640 سريرا تتوزع إلى غرف عادية وغرف فاخرة، أجنحة صغيرة وأجنحة مميزة مع مسبح خاص بالإضافة إلى جناح رئاسي. 
مركز للتسوق يضمن 114 محلا 
03 منشآت سكنية (197 شقة فاخرة من أحجام مختلفة) 
تم توقيع عقد شراكة مع شركة تصرف تمتلك فنادق راقية جدا موزعة على جميع أنحاء العالم بغاية استغلال الفندق.  
 
الانتهاء من الدراسات الأولية","النتائج المتوقعة  
                                 تعزيز الاشعاع السياحي لمدينة سوسة 
تعزيز عرض المنتوج السياحي الراقي بسوسة للمساهمة في تطوير استراتيجية للقطاع 
إضفاء ديناميكية على قطاع التجارة 
الرفع من جاذبية المدينة","الجهة المالية   
                                 تقدر العائدات المالية بـ23 مليون دينار عند انطلاق النشاط سنة 2021.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/64-Samara.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/64-Samara.jpg', 'path': 'full/a4c2db888f7f7038e2504058134863fe84899c4d.jpg', 'checksum': 'b216d971c53a7a9cfaf1f65d281fb270'}]"
3272,تونارتاك,http://tunisia2020.com/ar/projet/%d8%aa%d9%88%d9%86%d8%a7%d8%b1%d8%aa%d8%a7%d9%83/,"     
 علاني سان لايف القابضة",الطاقة,خاصّ,480,1200,"   أريانة, القصرين, القيروان, الكاف, المنستير, المهدية, باجة, بن عروس, بنزرت, تطاوين, توزر, تونس, جندوبة, زغوان, سليانة, سوسة, سيدي بوزيد, صفاقس, قابس, قبلي, قفصة, مدنين, منوبة, نابل","معلومات أساسية  
                                 يتميز قطاع الكهرباء بالبلاد التونسية بارتباطه الوثيق بالغاز الطبيعي وبغياب الربط الكهربائي مع أوروبا، بقلته بالنسبة للدول المجاورة وبعدم وجود وحدات تخزينية كبرى فضلا عن (الضخ والدوران) ذروة الاستهلاك حادة خلال فصل الصيف ومرتبطة أساسا بالتكييف وهو ما يتطلب تسخير كامل الطاقة الانتاجية. 
ويشتمل المشروع على مجموعة من مشاريع الطاقة بالمركبات التكنولوجية والمناطق الصناعية باستخدام الطاقة المتجددة كبديل جزئي للغاز الطبيعي.","الوصف  
                                 يعتبر مشروع تونارتاك إجراء مصاحبا للمخطط الشمسي التونسي في مستويات الابتكار، والتدريب، والهندسة ذات المفهوم المنهجي عبر المقاربة البيئة-الصناعية للصناعيين المستفدين. يهدف هذا المشروع إلى تسريع إدماج الطاقة المتجددة كعنصر أساسي للمرحلة الانتقالية للطاقة (30٪ بحلول سنة 2030). 
وتندرج هذه المشاريع ضمن برنامج الإنتاج الذاتي للإطار التنظيمي الجديد وتشكل رابطا قويا بالاقتصاد الأخضر. 
تم توقيع العديد من الاتفاقيات مع الشركة التونسية للكهرباء والغاز والوكالة الوطنية للتحكم في الطاقة.","النتائج المتوقعة  
                                 تسريع مشاريع فعالية الطاقة واستخدام الطاقة المتجددة بما يتناغم مع الاستراتيجية الوطنية 
إحداث أكثر من 300 ميغاواط كهربائية وأكثر من 1200 ميغاواط حرارية وللتبريد بحلول سنة 2021 (على التوالي 1000 و 2500 ميغاواط  بحلول سنة 2030) 
إنشاء سلسلة متعلقة بقطاع فعالية الطاقة والطاقة المتجددة 
مشاركة الكفاءات والتقنيات النظيفة السويسرية","الجهة المالية   
                                 الجزء الخاص تريجونر يتطلب استثمارات بقيمة 1200 مليون دينار بين سنتي 2017 و 2021. تبلغ متوسط فترة استرداد رأس المال 5 سنوات. 
عنصر ماسات للربط مع أوروبا يتطلب استثمارات بقيمة  1800 مليون دينار.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/69-Tunertec.png,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/69-Tunertec.png', 'path': 'full/fc2918445430dbdbccf345771c98927ccc119b5d.jpg', 'checksum': '83037b479045d085bf12a65afac76fca'}]"
3270,مصنع لتكرير السكر,http://tunisia2020.com/ar/projet/%d9%85%d8%b5%d9%86%d8%b9-%d9%84%d8%aa%d9%83%d8%b1%d9%8a%d8%b1-%d8%a7%d9%84%d8%b3%d9%83%d8%b1/,"     
 شركة تكرير السكر     
 شركة تكرير السكر     
 شركة تكرير السكر",الصناعة,خاصّ,450,1125,مدنين,"معلومات أساسية  
                                 سجل نمو الاستهلاك العالمي من السكر زيادة مستقرة بمعدل حوالي 2٪ سنويا على مدى العقود الثلاثة الماضية. 
حيث بلغ الاستهلاك 175 مليون طن خام سنة 2015.  
ويعتبر النمو السكاني الدافع الرئيسي للاستهلاك العالمي للسكر بنسبة 85٪ من استهلاك السكر على المستوى العالمي.  
شهدت صناعة السكر ركودا في البلدان المتقدمة قابله ارتفاع للاستهلاك في البلدان النامية منذ 1980. 
سيقام هذا المشروع في المنطقة الاقتصادية الخاصة بجرجيس مع ميناء بحري خاص به.","الوصف  
                                 يشتمل المشروع على: 
محطة لشحن وتفريغ السكر. 
وحدات تخزين. 
وحدتين لتحويل السكر : 3000 طن/يوميا لكل وحدة 
محطة لتوليد الكهرباء والبخار وتحلية المياه 
محطة لمعالجة المياه المستعملة 
 
 
 
مخطط الأعمال 
ترخيص من وزارة الصناعة ووزارة التجارة  
ترخيص من الوكالة الوطنية لحماية المحيط والوكالة الوطنية للتحكم في الطاقة","النتائج المتوقعة  
                                 إحداث 2300 وظيفة مباشرة و 2700 وظيفة عمل غير مباشرة 
الترفيع من القدرة الشرائية لسكان الجنوب الشرقي للبلاد التونسية 
تحسين جودة الحياة للسكان القاطنين في منطقة المشروع 
امتلاك تقنية جديدة ومركز تكوين","الجهة المالية   
                                 تبحث الشركة عن تمويل بنسبة 100% لفائدة هذا المشروع: 
تسهيلات للتصدير بنسبة 85% مع 8 سنوات لبلوغ طاقة الإنتاج القصوى. 
تسهيلات قروض تجارية بنسبة 15٪ مع 5 سنوات لبلوغ طاقة الإنتاج القصوى. 
يتطلب مخطط الأعمال توفر 125 مليون دينار كأموال ذاتية",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/68-Sucre.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/68-Sucre.jpg', 'path': 'full/0cec283286bae4ca01ed7c32adf7c4e9e6933a17.jpg', 'checksum': 'd0be2f925379b3f44f4ef5f05d07343d'}]"
2748,تهيئة ضفاف بحيرة «سبخة بن غياضة» وتنميتها,http://tunisia2020.com/ar/projet/%d8%aa%d9%87%d9%8a%d8%a6%d8%a9-%d8%b6%d9%81%d8%a7%d9%81-%d8%a8%d8%ad%d9%8a%d8%b1%d8%a9-%d8%b3%d8%a8%d8%ae%d8%a9-%d8%a8%d9%86-%d8%ba%d9%8a%d8%a7%d8%b6%d8%a9-%d9%88%d8%aa%d9%86%d9%85%d9%8a/," 
 وزارة التّجهيز والإسكان والتّهيئة التّرابيّة",البعث العقاري,شراكة عام خاص,240,600,المهدية,"معلومات أساسية  
                                 يتنزل المشروع في إطار تنمية وتنويع المنتوج السياحي لدعم جاذبية الوجهة التونسية. 
ويهدف المشروع الى تطوير السياحة الشاطئية والترفيه والرياضات البحرية والمؤتمرات والمعارض الدولية والترفيع في طاقة الاستيعاب الفندقية بمدينة المهدية","الوصف  
                                 تمسح منطقة المشروع حوالي 142 هكتار مع واجهة بحرية بـ 1.5 كلم. 
 ويشتمل برنامج التهيئة والتطوير المبدئي: 
إنجاز بحيرة اصطناعية وميناء ترفيهي على مساحة 26 هكتار وعمق يتراوح بين مترين وأربعة أمتار 
تهيئة ضفاف البحيرة لجعل السبخة قطب جديد للسياحة الشاطئية ذو جاذبية عالمية بإنجاز منطقة سياحية ترفيهية 
إنجاز منطقة متعددة النشاطات تحتوي قصر للمؤتمرات والمعارض الدولية وحي اداري لبناء العديد من الادارات الجهوية 
 
إتمام دراسة قابلية إنجاز المشروع: نوفمبر 2001 
إعداد ملف طلب العروض الخاص بالتهيئة الخارجية: سبتمبر 2004 
إعداد مثال التهيئة وقواعد التعمير للسبخة: فيفري 2008","النتائج المتوقعة  
                                 التنمية الاقتصادية المستدامة للمنطقة  
تطوير البحيرة وتحسين الظروف المعيشية للسكان","الجهة المالية   
                                 سيتم إنجاز المشروع في إطار الشراكة بين القطاع العام والخاص.",http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/84-Ben-Ghayadha.jpg,"[{'url': 'http://tunisia2020-548724.c.cdn77.org/wp-content/uploads/2016/11/84-Ben-Ghayadha.jpg', 'path': 'full/58304e364630ba5c6b45aafc640499a1a217e8b2.jpg', 'checksum': '1407957736e5ca1a86b0e5c7021d6068'}]"
